sid	song_name	artist_name	full_name	en_id
8461	Mariachi Vargas De Tecalitlan	La Bikina	Mariachi Vargas De Tecalitlan - La Bikina	music://id.echonest.com/~/TR/TRKMPXJ121F3CEE0D6
8462	Pablo Montero	Que Voy A Hacer Sin Ti	Pablo Montero - Que Voy A Hacer Sin Ti	music://id.echonest.com/~/TR/TRTHBGQ121EEF97B99
8463	Pedro Fernandez	El Ultimo Trago	Pedro Fernandez - El Ultimo Trago	music://id.echonest.com/~/TR/TRRHFCL121EF3C7FA2
8464	Pedro Fernandez	Le Mucho Que Te Quiero	Pedro Fernandez - Le Mucho Que Te Quiero	music://id.echonest.com/~/TR/TRFYIML121EF3C7FA1
8466	Pepe Aguilar	A Pesar De Todo	Pepe Aguilar - A Pesar De Todo	music://id.echonest.com/~/TR/TRZHSKH121EEF51E37
8467	Pepe Aguilar	Me Falta Valor	Pepe Aguilar - Me Falta Valor	music://id.echonest.com/~/TR/TRKFDCH121EF0AADBA
8468	Pepe Aguilar	Perdoname	Pepe Aguilar - Perdoname	music://id.echonest.com/~/TR/TRIUXTI121EF0AADB9
8470	Ramon Ayala	Cuatro Carreras	Ramon Ayala - Cuatro Carreras	music://id.echonest.com/~/TR/TRQHLBQ121ECC430BD
8471	Ramon Ayala	Debajo De Aquel Arbol	Ramon Ayala - Debajo De Aquel Arbol	music://id.echonest.com/~/TR/TRVLYZT121ECC430BC
8472	Ramon Ayala	El Presidiario	Ramon Ayala - El Presidiario	music://id.echonest.com/~/TR/TROAGNO121ECEECB00
8473	Ramon Ayala	Se Echo A Volar	Ramon Ayala - Se Echo A Volar	music://id.echonest.com/~/TR/TRLYPSV121ECEECAFF
8474	Ramon Ayala	Tragos Amargos	Ramon Ayala - Tragos Amargos	music://id.echonest.com/~/TR/TRGJGMX121ED9B81AA
8475	Reik	Me Duele Amarte	Reik - Me Duele Amarte	music://id.echonest.com/~/TR/TRFZEID121EC8F2A84
8476	Rocio Durcal	Infiel	Rocio Durcal - Infiel	music://id.echonest.com/~/TR/TRACFVF121EC8F2A69
8478	Sin Bandera	Suelta Mi Mano	Sin Bandera - Suelta Mi Mano	music://id.echonest.com/~/TR/TRLSSMR121EB1C6C2C
8479	Vicente Fernandez	Ingrato Amor	Vicente Fernandez - Ingrato Amor	music://id.echonest.com/~/TR/TRIQFVP121D9F2A392
8480	Vicente Fernandez	La Diferencia	Vicente Fernandez - La Diferencia	music://id.echonest.com/~/TR/TRRFCMU121D9F2A391
8481	Vicente Fernandez	La Muerte De Un Gallero	Vicente Fernandez - La Muerte De Un Gallero	1a80db3ac508ff4cd8ccc2a90404671d
8482	Vicente Fernandez	Lejos De Mi Tierra	Vicente Fernandez - Lejos De Mi Tierra	music://id.echonest.com/~/TR/TRZRPJH121D9F4DDE4
8483	Vicente Fernandez	Ni En Defensa Propia	Vicente Fernandez - Ni En Defensa Propia	music://id.echonest.com/~/TR/TRNGPEL121D9F4DDE3
8484	Alexis & Fido	5 Letras	Alexis & Fido - 5 Letras	music://id.echonest.com/~/TR/TRQDUZP121D94321E2
8485	Alexis & Fido	Eso Ehh	Alexis & Fido - Eso Ehh	music://id.echonest.com/~/TR/TRQEXLF121D94321E3
8486	Alexis & Fido	Me Quiere Besar	Alexis & Fido - Me Quiere Besar	music://id.echonest.com/~/TR/TRNVSTY121D9066713
8487	Alexis & Fido	Soy Iqual Que Tu	Alexis & Fido - Soy Iqual Que Tu	music://id.echonest.com/~/TR/TROHLUE121D9066714
8488	Alexis & Fido	Tiburon	Alexis & Fido - Tiburon	music://id.echonest.com/~/TR/TROWKXL121D9417819
8489	Angel & Khriz	Ven Bailalo	Angel & Khriz - Ven Bailalo	music://id.echonest.com/~/TR/TRGXWRM121D3904141
8490	Aventura	Beso	Aventura - Beso	music://id.echonest.com/~/TR/TRMQTGT121DEF1B112
8491	Aventura	Ella Y Yo	Aventura - Ella Y Yo	music://id.echonest.com/~/TR/TRMJCLV121DEF1B113
8492	Aventura	Infieles	Aventura - Infieles	music://id.echonest.com/~/TR/TRYGIJA121DDB3D612
8493	Aventura	Obsecion	Aventura - Obsecion	music://id.echonest.com/~/TR/TRFLBMM121DDB3D613
8494	Aventura	Un Beso	Aventura - Un Beso	music://id.echonest.com/~/TR/TRKZUSA121DEF191D4
8495	Calle 13	Atrte Te Te	Calle 13 - Atrte Te Te	d469958152552888f5c6f3f3229385f5
8496	Casa De Leones	No Te Veo	Casa De Leones - No Te Veo	music://id.echonest.com/~/TR/TRVVKPZ121E4E72C8B
8497	Daddy Yankee & Deevani	Mirame	Daddy Yankee & Deevani - Mirame	ed68e572cbf537fce0b99e0f73a7b4d6
8498	Daddy Yankee	Cuentame	Daddy Yankee - Cuentame	music://id.echonest.com/~/TR/TRMUGRD121E724C08B
8499	Daddy Yankee	Gasolina	Daddy Yankee - Gasolina	music://id.echonest.com/~/TR/TRRXIWJ121E724C08C
8500	Daddy Yankee	Machucando	Daddy Yankee - Machucando	music://id.echonest.com/~/TR/TREPZQJ121E72587C4
8501	Daddy Yankee	Rompe	Daddy Yankee - Rompe	music://id.echonest.com/~/TR/TRNMQGF121E72587C5
8502	Don Omar	Angelito Vuela	Don Omar - Angelito Vuela	music://id.echonest.com/~/TR/TRMUSKG121EA0D367B
8503	Don Omar	Bailando Sola	Don Omar - Bailando Sola	music://id.echonest.com/~/TR/TRITWEX121EA1139D4
8504	Don Omar	Quien La Vio Llorar	Don Omar - Quien La Vio Llorar	music://id.echonest.com/~/TR/TRFYFYA121EA16E30E
8505	Don Omar	Salio El Sol	Don Omar - Salio El Sol	music://id.echonest.com/~/TR/TRWSALV121EA16E30F
8506	Enur	Calabria 2007 (MIMS Remix)	Enur - Calabria 2007 (MIMS Remix)	music://id.echonest.com/~/TR/TRLCUIU121EB5389B2
8507	Flex	Te Quiero	Flex - Te Quiero	music://id.echonest.com/~/TR/TRNSVAX121EC88489A
8508	God-Des	Debate	God-Des - Debate	music://id.echonest.com/~/TR/TRSNDIL121EDC28DC7
8509	Hector 'El Father'	Noche De Travesura	Hector 'El Father' - Noche De Travesura	music://id.echonest.com/~/TR/TRWKICL121EF37E00A
8510	Hector 'El Father'	Sola	Hector 'El Father' - Sola	music://id.echonest.com/~/TR/TRKONRD121EF2DAAC3
8511	Hector 'El Father'	Telefono	Hector 'El Father' - Telefono	music://id.echonest.com/~/TR/TRUAAIE121EF3C8F41
8512	Ivy Queen	La Mala	Ivy Queen - La Mala	music://id.echonest.com/~/TR/TRLBGZA121EFEA5795
8513	Ivy Queen	Te He Querido, Te He Llorado	Ivy Queen - Te He Querido, Te He Llorado	music://id.echonest.com/~/TR/TRLQCVT121EF944C54
8514	Jowell & Randy	No Te Veo	Jowell & Randy - No Te Veo	music://id.echonest.com/~/TR/TRIZSUX121D1B533F2
8516	La Factoria	Perdoname	La Factoria - Perdoname	music://id.echonest.com/~/TR/TRPYONO121F46227F1
8517	Lloyd Charmers	Sweet Harmony	Lloyd Charmers - Sweet Harmony	5e3b4c5edd4c42258564816a41ada329
8518	Los Bandoleros	Bandoleros	Los Bandoleros - Bandoleros	8e192a478109af80db471828f0a3a4a9
8519	Master Joe & O.G. Black	Mil Amores	Master Joe & O.G. Black - Mil Amores	music://id.echonest.com/~/TR/TRNKKDJ121F35D140B
8520	N.O.R.E.	Oye Mi Canto	N.O.R.E. - Oye Mi Canto	music://id.echonest.com/~/TR/TRIUMQB121F0CCDBF5
8521	Nina Sky	Move Ya Body	Nina Sky - Move Ya Body	music://id.echonest.com/~/TR/TRJKFSJ121F0517DDE
8522	Notch & Voltio	Chevere	Notch & Voltio - Chevere	music://id.echonest.com/~/TR/TRERRRQ121F07A89A0
8523	Pitbull	Ay Chico	Pitbull - Ay Chico	music://id.echonest.com/~/TR/TRVVJIP121EE9195B9
8524	Pitbull	The Anthem	Pitbull - The Anthem	music://id.echonest.com/~/TR/TRSXYVL121EE527D72
8525	R.K.M. & Ken-Y	Dame Lo Que Quiero	R.K.M. & Ken-Y - Dame Lo Que Quiero	music://id.echonest.com/~/TR/TRBLTIY121EDC8851E
8526	R.K.M. & Ken-Y	Down	R.K.M. & Ken-Y - Down	music://id.echonest.com/~/TR/TRMMCTH121ECC430C4
8527	R.K.M. & Ken-Y	Hoy Te Vi	R.K.M. & Ken-Y - Hoy Te Vi	music://id.echonest.com/~/TR/TRJLPDZ121ECC430C3
8528	R.K.M. & Ken-Y	Igual Que Ayer	R.K.M. & Ken-Y - Igual Que Ayer	music://id.echonest.com/~/TR/TRROVDX121EDC28DC8
8529	R.K.M. & Ken-Y	Me Matas	R.K.M. & Ken-Y - Me Matas	music://id.echonest.com/~/TR/TRRCAHH121D1761BA0
8530	R.K.M. & Ken-Y	Te Vas	R.K.M. & Ken-Y - Te Vas	music://id.echonest.com/~/TR/TRBHXIQ121ED9BFACE
8531	R.K.M. & Ken-Y	Tu No Estas	R.K.M. & Ken-Y - Tu No Estas	music://id.echonest.com/~/TR/TRTBCEM121ED9BFACD
8532	Sintesis	Si Yo Fuera	Sintesis - Si Yo Fuera	20968b9f64ff064f0c524be452926473
8533	Tego Calderon	Quiereme Como Soy	Tego Calderon - Quiereme Como Soy	music://id.echonest.com/~/TR/TRBRRVM121E7ECDB07
8534	Tito	Caile	Tito - Caile	music://id.echonest.com/~/TR/TRUZJSM121E0FD53DB
8535	Tito El Bambino	Mi Chica Rebelde	Tito El Bambino - Mi Chica Rebelde	music://id.echonest.com/~/TR/TRJIYMR121E0EEADE5
8536	Tito El Bambino	Te Extrano	Tito El Bambino - Te Extrano	music://id.echonest.com/~/TR/TREJHOM121E0EEADE4
8537	Tito Puente	Salsumba	Tito Puente - Salsumba	music://id.echonest.com/~/TR/TRBXJFD121E10ED83A
8538	Tony Dize	Permitame	Tony Dize - Permitame	music://id.echonest.com/~/TR/TRMDNYT121E0CF5E3C
8539	Trebol Clan, Hector & Joan	Gata Fiera	Trebol Clan, Hector & Joan - Gata Fiera	music://id.echonest.com/~/TR/TRPGLYL121DB318C34
8540	Unknown	Llame Pa' Verte	Unknown - Llame Pa' Verte	music://id.echonest.com/~/TR/TRISYKM121DA6EFF83
8541	Wisin & Yandel	Delirando	Wisin & Yandel - Delirando	music://id.echonest.com/~/TR/TRYMKLH121D420D115
8542	Wisin & Yandel	Llame Pa' Verte	Wisin & Yandel - Llame Pa' Verte	music://id.echonest.com/~/TR/TRXOUDZ121D799ABEA
8543	Wisin & Yandel	Mayor Que Yo, Pt. 2	Wisin & Yandel - Mayor Que Yo, Pt. 2	music://id.echonest.com/~/TR/TRSVEDY121D770F9FC
8544	Wisin & Yandel	Nadie Como Tu (With Don Omar)	Wisin & Yandel - Nadie Como Tu (With Don Omar)	music://id.echonest.com/~/TR/TRKVYKY121D770F9FB
8545	Wisin & Yandel	Pam Pam	Wisin & Yandel - Pam Pam	music://id.echonest.com/~/TR/TRLXQAG121D7982932
8546	Wisin & Yandel	Pegao	Wisin & Yandel - Pegao	music://id.echonest.com/~/TR/TRYSBMV121D7982931
8547	Wisin & Yandel	Rakata	Wisin & Yandel - Rakata	music://id.echonest.com/~/TR/TRTIMPT121D756EE0D
8548	Wisin & Yandel	Sexy Movimiento	Wisin & Yandel - Sexy Movimiento	music://id.echonest.com/~/TR/TRUAGWO121D756EE0C
8549	Wisin	Tu Cuerpo Me Llama	Wisin - Tu Cuerpo Me Llama	music://id.echonest.com/~/TR/TRMTDPN121D771D4C3
8550	Yandel	Te Suelto El Pelo	Yandel - Te Suelto El Pelo	music://id.echonest.com/~/TR/TRHECBR121D748829E
8551	Zion & Lennox	Yo Voy A Llegar	Zion & Lennox - Yo Voy A Llegar	music://id.echonest.com/~/TR/TRZRZBN121D64E579E
8552	Zion	Fantasma	Zion - Fantasma	music://id.echonest.com/~/TR/TRHTJZL121D724D9AC
8553	Zion	Zun Da Da	Zion - Zun Da Da	music://id.echonest.com/~/TR/TRUADIC121D730E3B6
8554	Zion Y Lennox	Bandida (Remix)	Zion Y Lennox - Bandida (Remix)	music://id.echonest.com/~/TR/TROYVWY121D730E3B5
8555	Zion Y Lennox	Cuanto Tengo Que Esperar	Zion Y Lennox - Cuanto Tengo Que Esperar	music://id.echonest.com/~/TR/TRLAIUL121D7250C75
8556	Zion Y Lennox	Te Hago El Amor	Zion Y Lennox - Te Hago El Amor	music://id.echonest.com/~/TR/TRYYYAP121D7250C74
8557	Zion Y Lennox	Yo Voy (feat. Daddy Yankee)	Zion Y Lennox - Yo Voy (feat. Daddy Yankee)	music://id.echonest.com/~/TR/TRJOTZS121D730E3B3
8558	Andy Montanez	Canto Lo Que Siento	Andy Montanez - Canto Lo Que Siento	music://id.echonest.com/~/TR/TRPWHVX121D9D9D402
8559	Andy Montanez	Dulce Veneno	Andy Montanez - Dulce Veneno	music://id.echonest.com/~/TR/TRZPJMX121D9CF21BA
8560	Andy Montanez	Me Lo Estas Poniendo	Andy Montanez - Me Lo Estas Poniendo	music://id.echonest.com/~/TR/TRMWRQR121DA039B51
8561	Andy Montanez	Mi Bambolaye	Andy Montanez - Mi Bambolaye	music://id.echonest.com/~/TR/TRYJKXR121D9F9D36C
8562	Beny More	Que Bueno Baila Usted	Beny More - Que Bueno Baila Usted	music://id.echonest.com/~/TR/TRSTAVT121E07EBD9A
8564	Celia Cruz	Cal Y Arena	Celia Cruz - Cal Y Arena	music://id.echonest.com/~/TR/TRAFPQP121E539A1E4
8565	Celia Cruz	Juancito Trucupey	Celia Cruz - Juancito Trucupey	music://id.echonest.com/~/TR/TRTFNLL121E4FF30F8
8566	Colbie Caillat	Realize	Colbie Caillat - Realize	music://id.echonest.com/~/TR/TRPHABT121E68C7FEA
8567	DLG	Juliana	DLG - Juliana	music://id.echonest.com/~/TR/TRGDTQC121E72DE082
8568	Domingo Quinones	Cantante	Domingo Quinones - Cantante	music://id.echonest.com/~/TR/TRVCYAP121EA170A1A
8569	Domingo Quinones	Hacha Y Machete	Domingo Quinones - Hacha Y Machete	music://id.echonest.com/~/TR/TROVPGX121EA105B2C
8570	Eddie Palmieri	Bilongo	Eddie Palmieri - Bilongo	music://id.echonest.com/~/TR/TRPKFAT121EB0D6C5B
8571	El Gran Combo	Arroz Con Habichuelas	El Gran Combo - Arroz Con Habichuelas	music://id.echonest.com/~/TR/TRBCEDD121EB44B891
8572	El Gran Combo	La Clave (live)	El Gran Combo - La Clave (live)	music://id.echonest.com/~/TR/TRPIJXU121EAE59144
8573	El Gran Combo	Si La Ves Por Ahi	El Gran Combo - Si La Ves Por Ahi	music://id.echonest.com/~/TR/TRNDXYP121EB53898A
8574	El Gran Combo	Te Veo Nena	El Gran Combo - Te Veo Nena	music://id.echonest.com/~/TR/TRJLRZO121EB44956D
8575	El Gran Combo	Telefono (live)	El Gran Combo - Telefono (live)	music://id.echonest.com/~/TR/TRYZYFI121EB44956E
8577	Frankie Ruiz	La Cura	Frankie Ruiz - La Cura	music://id.echonest.com/~/TR/TREBNZH121ECDD0BD1
8578	Frankie Ruiz	Mirandote	Frankie Ruiz - Mirandote	music://id.echonest.com/~/TR/TRUPBJF121EC184120
8579	Frankie Ruiz	No Supiste Esperar	Frankie Ruiz - No Supiste Esperar	music://id.echonest.com/~/TR/TRZIOUB121ECDD0BD2
8580	Fruko Y Sus Tesos	El Preso	Fruko Y Sus Tesos - El Preso	music://id.echonest.com/~/TR/TRXEYOF121ECB3D13D
8582	Hector Lavoe	Abuelita	Hector Lavoe - Abuelita	music://id.echonest.com/~/TR/TRAGDUX121EF3C8F42
8583	Hector Lavoe	Bandolera	Hector Lavoe - Bandolera	music://id.echonest.com/~/TR/TRYAYUP121EF35BD2A
8584	Hector Lavoe	El Todopoderoso	Hector Lavoe - El Todopoderoso	music://id.echonest.com/~/TR/TRXKNRF121EEF97B76
8585	Hector Lavoe	Hacha Y Machete	Hector Lavoe - Hacha Y Machete	music://id.echonest.com/~/TR/TRVIXZE121EEF97B77
8586	Hector Lavoe	Mi Gente	Hector Lavoe - Mi Gente	music://id.echonest.com/~/TR/TROJQTX121EF35BD2D
8587	Hector Lavoe	Songorocosongo	Hector Lavoe - Songorocosongo	music://id.echonest.com/~/TR/TRDPSLY121EF403CAA
8588	Hector Lavoe	Soy Vagabundo	Hector Lavoe - Soy Vagabundo	music://id.echonest.com/~/TR/TRDUBRX121EF403CAB
8589	Ismael Rivera	El Negro Bembon	Ismael Rivera - El Negro Bembon	music://id.echonest.com/~/TR/TREZTZD121EFDE5947
8590	Ismael Rivera	Siete Pies Bajo La Tierra	Ismael Rivera - Siete Pies Bajo La Tierra	music://id.echonest.com/~/TR/TRODEVA121EFD066F6
8591	Jerry Rivera	Amores Como El Nuestro	Jerry Rivera - Amores Como El Nuestro	music://id.echonest.com/~/TR/TREPYII121F0517DED
8592	Joe Arroyo	Pa'l Bailador (live)	Joe Arroyo - Pa'l Bailador (live)	music://id.echonest.com/~/TR/TRKAIRO121F1112C39
8593	Jose Alberto "El Canario"	A La Hora Que Me Llamen Voy	Jose Alberto "El Canario" - A La Hora Que Me Llamen Voy	music://id.echonest.com/~/TR/TRWVYUF121F260B69E
8594	Marc Anthony	Ahora Quien	Marc Anthony - Ahora Quien	music://id.echonest.com/~/TR/TRXOHFN121D21D67CC
8595	Marc Anthony	Celos	Marc Anthony - Celos	music://id.echonest.com/~/TR/TRJTTXX121F41432E9
8596	Marc Anthony	Nadie Como Ella (Live)	Marc Anthony - Nadie Como Ella (Live)	music://id.echonest.com/~/TR/TRVJMCY121F40DE1BA
8597	Marc Anthony	Tu Amor Me Hace Bien (Salsa Version)	Marc Anthony - Tu Amor Me Hace Bien (Salsa Version)	music://id.echonest.com/~/TR/TRIVLKU121F3CEE0E1
8598	Marc Anthony	Valio La Pena	Marc Anthony - Valio La Pena	music://id.echonest.com/~/TR/TRCGBTF121F3F982E5
8599	Orquesta Guayacan	Oiga, Mire Ya Vea	Orquesta Guayacan - Oiga, Mire Ya Vea	music://id.echonest.com/~/TR/TRMVBGO121D69DBBD3
8600	Orquesta Tabaco Y Ron	El Son Te Llama (Guajira)	Orquesta Tabaco Y Ron - El Son Te Llama (Guajira)	music://id.echonest.com/~/TR/TROYGRM121EFEA579A
8601	Orquesta Tabaco Y Ron	Mienteme	Orquesta Tabaco Y Ron - Mienteme	music://id.echonest.com/~/TR/TRQQKHX121EFDE594E
8602	Orquesta Tabaco Y Ron	Sonea Mi Son	Orquesta Tabaco Y Ron - Sonea Mi Son	music://id.echonest.com/~/TR/TRLLIKI121F011B5AF
8603	Oscar D'Leon	El Regalito	Oscar D'Leon - El Regalito	music://id.echonest.com/~/TR/TREBHXP121EFB4055A
8604	Oscar D'Leon	El Son De Celia Y Oscar (live)	Oscar D'Leon - El Son De Celia Y Oscar (live)	music://id.echonest.com/~/TR/TRYXRMW121F00A37B8
8606	Oscar D'Leon	La Carta	Oscar D'Leon - La Carta	music://id.echonest.com/~/TR/TRARNVY121EFDE5949
8608	Oscar D'Leon	Lloraras (Live)	Oscar D'Leon - Lloraras (Live)	music://id.echonest.com/~/TR/TRYDHQT121EFEA5793
8609	Oscar D'Leon	Traicionera	Oscar D'Leon - Traicionera	music://id.echonest.com/~/TR/TRTLKZU121EFEA5792
8610	Pete "El Conde" Rodriguez	Esos Tus Ojos Negros	Pete "El Conde" Rodriguez - Esos Tus Ojos Negros	music://id.echonest.com/~/TR/TRDXAQM121EEF17C84
8611	Puerto Rican Power	Tu Cari	Puerto Rican Power - Tu Cari	music://id.echonest.com/~/TR/TRIUFAN121D6767909
8612	Raulin Rosendo	Barranquillero (New Version)	Raulin Rosendo - Barranquillero (New Version)	music://id.echonest.com/~/TR/TRKGFAP121ED9BFABA
8613	Ray Barretto	Adiviname Y Olividate	Ray Barretto - Adiviname Y Olividate	music://id.echonest.com/~/TR/TRHSNRH121ED9B81A1
8614	Ray Barretto	Vive Y Vacila	Ray Barretto - Vive Y Vacila	music://id.echonest.com/~/TR/TRLXRWX121ED0CBAEE
8615	Rey Ruiz	No Me Acostumbro	Rey Ruiz - No Me Acostumbro	music://id.echonest.com/~/TR/TROTVPL121ED50538B
8616	Roberto Roena	El Pueblo Pide Que Toque	Roberto Roena - El Pueblo Pide Que Toque	music://id.echonest.com/~/TR/TRXNSPH121ECECBB72
8617	Ruben Blades Y Son Del Solar	La Marea (The Tide)	Ruben Blades Y Son Del Solar - La Marea (The Tide)	music://id.echonest.com/~/TR/TRFXENY121EC43AA4F
8618	Sergio Vargas	Cuentale A Ella	Sergio Vargas - Cuentale A Ella	music://id.echonest.com/~/TR/TRLQNUT121EB5C9DCD
8619	Sonora Carruseles	Ave Maria Lola	Sonora Carruseles - Ave Maria Lola	music://id.echonest.com/~/TR/TRRPXTZ121EA13D9B8
8621	Sonora Carruseles	Mosaico Cumbias	Sonora Carruseles - Mosaico Cumbias	music://id.echonest.com/~/TR/TRTJYDA121EA2AB92B
8622	Tito Nieves	Le Gusta Que La Vean	Tito Nieves - Le Gusta Que La Vean	music://id.echonest.com/~/TR/TRATSVA121E07FBFA3
8623	Tito Nieves	Mi Retirada	Tito Nieves - Mi Retirada	music://id.echonest.com/~/TR/TRKODVN121E0EEADE3
8624	Tito Nieves	Si Not Te Hubieras Ido	Tito Nieves - Si Not Te Hubieras Ido	music://id.echonest.com/~/TR/TRJLHEX121E0EEADE2
8625	Tito Puente	Baila Mi Son	Tito Puente - Baila Mi Son	music://id.echonest.com/~/TR/TRGRSHL121E0EEADE0
8626	Tito Puente	Santa Isabel De Las Lajas	Tito Puente - Santa Isabel De Las Lajas	music://id.echonest.com/~/TR/TRAGBXH121E10ED839
8627	Tommy Olivencia	Lobo Domesticado	Tommy Olivencia - Lobo Domesticado	music://id.echonest.com/~/TR/TRQRQVO121E08C2F18
8628	Tommy Olivencia	No Tires La Primera Piedra	Tommy Olivencia - No Tires La Primera Piedra	music://id.echonest.com/~/TR/TRQBDVV121E0759DBA
8631	Willie Colon & Ruben Blades	Ojos	Willie Colon & Ruben Blades - Ojos	music://id.echonest.com/~/TR/TRPWTLN121D9066703
8632	Willie Colon & Ruben Blades	Pedro Navaja	Willie Colon & Ruben Blades - Pedro Navaja	music://id.echonest.com/~/TR/TRMQQYA121D9068644
8633	Willie Colon	Ah-Ah?O-No	Willie Colon - Ah-Ah?O-No	music://id.echonest.com/~/TR/TRXPGQC121D9068643
8634	Willie Colon	Dos Jueyes	Willie Colon - Dos Jueyes	music://id.echonest.com/~/TR/TRVWTWT121D6B4937D
8635	Willie Colon	El Malo	Willie Colon - El Malo	music://id.echonest.com/~/TR/TRNTWQR121D7BA8A12
8636	Willie Colon	Idilio	Willie Colon - Idilio	music://id.echonest.com/~/TR/TRLXMAF121D7BA8A11
8637	Willie Colon	Te Conozco	Willie Colon - Te Conozco	music://id.echonest.com/~/TR/TRYKISS121D7490F4F
8638	Alc (A Lo Cubano)	Vanilla Y Chocolate	Alc (A Lo Cubano) - Vanilla Y Chocolate	music://id.echonest.com/~/TR/TRKKRWZ121D8D1B2E1
8640	Celia Cruz & Johnny Pacheco	No Mercedes	Celia Cruz & Johnny Pacheco - No Mercedes	music://id.echonest.com/~/TR/TRMYJUA121E5644BC1
8642	Charanga La Tapa	Vamono's Pa'l Monte	Charanga La Tapa - Vamono's Pa'l Monte	music://id.echonest.com/~/TR/TRETGOF121E539A1EE
8643	Charlie Palmieri	Sedante De Rhumba	Charlie Palmieri - Sedante De Rhumba	music://id.echonest.com/~/TR/TRGIRSP121E4CFF356
8644	Charlie Valens	La Puerta	Charlie Valens - La Puerta	music://id.echonest.com/~/TR/TRFDVTW121E5799CD2
8646	Cumbia Pa' Saborear	Ay Pum	Cumbia Pa' Saborear - Ay Pum	music://id.echonest.com/~/TR/TRYHLUP121E724E786
8647	Cumbia Pa' Saborear	Canto A Monterrey	Cumbia Pa' Saborear - Canto A Monterrey	music://id.echonest.com/~/TR/TRRJYLF121E7063044
8648	Cumbia Pa' Saborear	Mi Mujer	Cumbia Pa' Saborear - Mi Mujer	music://id.echonest.com/~/TR/TRFHYUN121E7063045
8649	DLG	Acuyuye	DLG - Acuyuye	e7b87148922b10ff51c8c85b5753101c
8651	Domingo Quinones	Fama	Domingo Quinones - Fama	music://id.echonest.com/~/TR/TRHUWKY121E9B8DCCB
8652	El Gran Combo	El Menu (live)	El Gran Combo - El Menu (live)	music://id.echonest.com/~/TR/TRARYTT121EB44B892
8653	El Gran Combo	Me Libere	El Gran Combo - Me Libere	music://id.echonest.com/~/TR/TRZMYDO121EB1C6C39
8654	El Gran Combo	Nadie Como Ella	El Gran Combo - Nadie Como Ella	music://id.echonest.com/~/TR/TRTYBYX121EB538989
8655	Elvis Crespo	Por El Caminito	Elvis Crespo - Por El Caminito	music://id.echonest.com/~/TR/TRWFHGP121EB3F3A6D
8656	Fania All Stars	El Raton	Fania All Stars - El Raton	music://id.echonest.com/~/TR/TRFUKBY121EC43AA32
8657	Frankie Ruiz	Esta Cobardia	Frankie Ruiz - Esta Cobardia	music://id.echonest.com/~/TR/TRXWBLM121ECDCEC92
8659	Fruko Y Sus Tesos	La Maquina Del Sabor	Fruko Y Sus Tesos - La Maquina Del Sabor	music://id.echonest.com/~/TR/TRENXNH121ECED099B
8660	Grupo Mania	A Que Te Pego Mi Mania	Grupo Mania - A Que Te Pego Mi Mania	music://id.echonest.com/~/TR/TRYYWBZ121EE527981
8661	Grupo Mania	Nina Bonita	Grupo Mania - Nina Bonita	music://id.echonest.com/~/TR/TRFCCDP121EE3ED630
8662	Grupo Niche	Han Cogido La Cosa	Grupo Niche - Han Cogido La Cosa	music://id.echonest.com/~/TR/TRKLGNW121EE3ED631
8663	Grupo Niche	Lo Bonito Y Lo Feo	Grupo Niche - Lo Bonito Y Lo Feo	music://id.echonest.com/~/TR/TRWQPAF121EE527D6C
8664	Grupo Niche	Ni Como Amiga	Grupo Niche - Ni Como Amiga	music://id.echonest.com/~/TR/TRTUESB121EE6F38D9
8666	Ismael Miranda	Mi Trayectoria	Ismael Miranda - Mi Trayectoria	music://id.echonest.com/~/TR/TRFLIHQ121EFDE5946
8668	Johnny Pacheco	El Paso De Encarnacion	Johnny Pacheco - El Paso De Encarnacion	music://id.echonest.com/~/TR/TRHYHAY121F25354D1
8669	Johnny Ventura	El Mangu	Johnny Ventura - El Mangu	music://id.echonest.com/~/TR/TRDWLFQ121F2633F08
8670	Juan Luis Guerra	Carta De Amor	Juan Luis Guerra - Carta De Amor	music://id.echonest.com/~/TR/TRQRPQA121F260B6AC
8671	La Sonora Dinamita	A Mover La Colita	La Sonora Dinamita - A Mover La Colita	music://id.echonest.com/~/TR/TRDXTAD121F43EBD8F
8672	La Sonora Dinamita	La Cortina	La Sonora Dinamita - La Cortina	music://id.echonest.com/~/TR/TRWEAKP121D68B492B
8674	Los Hermanos Rosario	Rompecintura	Los Hermanos Rosario - Rompecintura	afb0d56968359a7f19ac3b6e2fcfcd18
8675	Los Toros Band	Que Buenas Son Las Mujeres	Los Toros Band - Que Buenas Son Las Mujeres	3f0d862a5d3ce0075dc44ce4178c8aac
8676	Maraca	La Pelea	Maraca - La Pelea	music://id.echonest.com/~/TR/TRKXQVN121F4145DE1
8678	Marc Anthony	Lamento Borincano	Marc Anthony - Lamento Borincano	music://id.echonest.com/~/TR/TRNLHTJ121F3FF2834
8679	Marc Anthony	Se Me Sigue Olvidando	Marc Anthony - Se Me Sigue Olvidando	music://id.echonest.com/~/TR/TRGLVXU121F40DE1B9
8680	Marco Antonio Solis	Mas Que Tu Amigo	Marco Antonio Solis - Mas Que Tu Amigo	music://id.echonest.com/~/TR/TRULOKW121F3FD0552
8681	Oro Solido	La Paleta	Oro Solido - La Paleta	music://id.echonest.com/~/TR/TRCRJTE121EFEA579B
